2.750000, 0.400000, 0.600000, 0.947220
2.750000, 0.400000, 0.700000, 0.947630
2.750000, 0.400000, 0.800000, 0.947250
2.750000, 0.400000, 0.900000, 0.946490
2.750000, 0.400000, 1.000000, 0.946620
2.750000, 0.500000, 0.000000, 0.946710
2.750000, 0.500000, 0.100000, 0.947060
2.750000, 0.500000, 0.200000, 0.947410
2.750000, 0.500000, 0.300000, 0.946850
2.750000, 0.500000, 0.400000, 0.946920
2.750000, 0.500000, 0.500000, 0.946860
2.750000, 0.500000, 0.600000, 0.947550
2.750000, 0.500000, 0.700000, 0.947350
2.750000, 0.500000, 0.800000, 0.946870
2.750000, 0.500000, 0.900000, 0.947960
2.750000, 0.500000, 1.000000, 0.947930
2.750000, 0.600000, 0.000000, 0.946790
2.750000, 0.600000, 0.100000, 0.945210
2.750000, 0.600000, 0.200000, 0.947790
2.750000, 0.600000, 0.300000, 0.947420
2.750000, 0.600000, 0.400000, 0.946990
2.750000, 0.600000, 0.500000, 0.948680
2.750000, 0.600000, 0.600000, 0.947960
2.750000, 0.600000, 0.700000, 0.948780
2.750000, 0.600000, 0.800000, 0.947700
2.750000, 0.600000, 0.900000, 0.947110
2.750000, 0.600000, 1.000000, 0.947690
2.750000, 0.700000, 0.000000, 0.947970
2.750000, 0.700000, 0.100000, 0.948290
2.750000, 0.700000, 0.200000, 0.947100
2.750000, 0.700000, 0.300000, 0.947960
2.750000, 0.700000, 0.400000, 0.945820
2.750000, 0.700000, 0.500000, 0.947410
2.750000, 0.700000, 0.600000, 0.946300
2.750000, 0.700000, 0.700000, 0.948430
2.750000, 0.700000, 0.800000, 0.947590
2.750000, 0.700000, 0.900000, 0.947110
2.750000, 0.700000, 1.000000, 0.946090
2.750000, 0.800000, 0.000000, 0.948310
2.750000, 0.800000, 0.100000, 0.948390
2.750000, 0.800000, 0.200000, 0.947160
2.750000, 0.800000, 0.300000, 0.946180
2.750000, 0.800000, 0.400000, 0.948270
2.750000, 0.800000, 0.500000, 0.947640
2.750000, 0.800000, 0.600000, 0.947780
2.750000, 0.800000, 0.700000, 0.947310
2.750000, 0.800000, 0.800000, 0.946540
2.750000, 0.800000, 0.900000, 0.948580
2.750000, 0.800000, 1.000000, 0.946780
2.750000, 0.900000, 0.000000, 0.947060
2.750000, 0.900000, 0.100000, 0.947150
2.750000, 0.900000, 0.200000, 0.946780
2.750000, 0.900000, 0.300000, 0.947090
2.750000, 0.900000, 0.400000, 0.947550
2.750000, 0.900000, 0.500000, 0.947150
2.750000, 0.900000, 0.600000, 0.947820
2.750000, 0.900000, 0.700000, 0.946940
2.750000, 0.900000, 0.800000, 0.947060
2.750000, 0.900000, 0.900000, 0.947730
2.750000, 0.900000, 1.000000, 0.946370
