2.820000, 0.320000, 0.096148
2.820000, 0.340000, 0.101858
2.820000, 0.360000, 0.107437
2.820000, 0.380000, 0.112602
2.820000, 0.400000, 0.118002
2.820000, 0.420000, 0.123148
2.820000, 0.440000, 0.128263
2.820000, 0.460000, 0.133563
2.820000, 0.480000, 0.138282
2.820000, 0.500000, 0.142791
2.820000, 0.520000, 0.147242
2.820000, 0.540000, 0.152040
2.820000, 0.560000, 0.156415
2.820000, 0.580000, 0.160738
2.820000, 0.600000, 0.164704
2.820000, 0.620000, 0.168654
2.820000, 0.640000, 0.172598
2.820000, 0.660000, 0.176170
2.820000, 0.680000, 0.179570
2.820000, 0.700000, 0.182898
2.820000, 0.720000, 0.185883
2.820000, 0.740000, 0.188686
2.820000, 0.760000, 0.191255
2.820000, 0.780000, 0.193911
2.820000, 0.800000, 0.195647
2.820000, 0.820000, 0.198124
2.820000, 0.840000, 0.200034
2.820000, 0.860000, 0.202037
2.820000, 0.880000, 0.202887
2.820000, 0.900000, 0.204565
2.820000, 0.920000, 0.205418
2.820000, 0.940000, 0.206433
2.820000, 0.960000, 0.206468
2.820000, 0.980000, 0.207201
2.820000, 1.000000, 0.207263
2.850000, 0.000000, 0.000000
2.850000, 0.020000, 0.006179
2.850000, 0.040000, 0.012294
2.850000, 0.060000, 0.018483
2.850000, 0.080000, 0.024442
2.850000, 0.100000, 0.030702
2.850000, 0.120000, 0.036720
2.850000, 0.140000, 0.042869
2.850000, 0.160000, 0.049098
2.850000, 0.180000, 0.054707
2.850000, 0.200000, 0.060772
2.850000, 0.220000, 0.066629
2.850000, 0.240000, 0.072487
2.850000, 0.260000, 0.078122
2.850000, 0.280000, 0.083901
2.850000, 0.300000, 0.089643
2.850000, 0.320000, 0.095281
2.850000, 0.340000, 0.100688
2.850000, 0.360000, 0.106312
2.850000, 0.380000, 0.111281
2.850000, 0.400000, 0.116409
2.850000, 0.420000, 0.121623
2.850000, 0.440000, 0.126750
2.850000, 0.460000, 0.131833
2.850000, 0.480000, 0.136959
2.850000, 0.500000, 0.141248
2.850000, 0.520000, 0.145996
2.850000, 0.540000, 0.150418
2.850000, 0.560000, 0.154581
2.850000, 0.580000, 0.158742
2.850000, 0.600000, 0.162799
2.850000, 0.620000, 0.166817
2.850000, 0.640000, 0.170070
