0.000000, 0.000000, 0.000000, 0.354300
0.000000, 0.000000, 0.100000, 0.363100
0.000000, 0.000000, 0.200000, 0.349800
0.000000, 0.000000, 0.300000, 0.355300
0.000000, 0.000000, 0.400000, 0.332700
0.000000, 0.000000, 0.500000, 0.326200
0.000000, 0.000000, 0.600000, 0.314500
0.000000, 0.000000, 0.700000, 0.289700
0.000000, 0.000000, 0.800000, 0.271200
0.000000, 0.000000, 0.900000, 0.243400
0.000000, 0.000000, 1.000000, 0.233500
0.000000, 0.000000, 1.100000, 0.205300
0.000000, 0.000000, 1.200000, 0.188500
0.000000, 0.000000, 1.300000, 0.166600
0.000000, 0.000000, 1.400000, 0.129000
0.000000, 0.000000, 1.500000, 0.109400
0.000000, 0.000000, 1.600000, 0.086000
0.000000, 0.000000, 1.700000, 0.059100
0.000000, 0.000000, 1.800000, 0.040700
0.000000, 0.000000, 1.900000, 0.022000
0.000000, 0.000000, 2.000000, 0.000000
0.000000, 0.100000, 0.000000, 0.358600
0.000000, 0.100000, 0.100000, 0.367400
0.000000, 0.100000, 0.200000, 0.348300
0.000000, 0.100000, 0.300000, 0.343700
0.000000, 0.100000, 0.400000, 0.335700
0.000000, 0.100000, 0.500000, 0.328800
0.000000, 0.100000, 0.600000, 0.310100
0.000000, 0.100000, 0.700000, 0.298900
0.000000, 0.100000, 0.800000, 0.273100
0.000000, 0.100000, 0.900000, 0.255800
0.000000, 0.100000, 1.000000, 0.228400
0.000000, 0.100000, 1.100000, 0.208300
0.000000, 0.100000, 1.200000, 0.185300
0.000000, 0.100000, 1.300000, 0.159000
0.000000, 0.100000, 1.400000, 0.137300
0.000000, 0.100000, 1.500000, 0.108400
0.000000, 0.100000, 1.600000, 0.087700
0.000000, 0.100000, 1.700000, 0.063700
0.000000, 0.100000, 1.800000, 0.041900
0.000000, 0.100000, 1.900000, 0.022500
0.000000, 0.100000, 2.000000, 0.000000
0.000000, 0.200000, 0.000000, 0.358600
0.000000, 0.200000, 0.100000, 0.362700
0.000000, 0.200000, 0.200000, 0.352800
0.000000, 0.200000, 0.300000, 0.343300
0.000000, 0.200000, 0.400000, 0.345000
0.000000, 0.200000, 0.500000, 0.326700
0.000000, 0.200000, 0.600000, 0.308500
0.000000, 0.200000, 0.700000, 0.299500
0.000000, 0.200000, 0.800000, 0.272800
0.000000, 0.200000, 0.900000, 0.258200
0.000000, 0.200000, 1.000000, 0.233800
0.000000, 0.200000, 1.100000, 0.213100
0.000000, 0.200000, 1.200000, 0.188300
0.000000, 0.200000, 1.300000, 0.158500
0.000000, 0.200000, 1.400000, 0.132500
0.000000, 0.200000, 1.500000, 0.113100
0.000000, 0.200000, 1.600000, 0.088500
0.000000, 0.200000, 1.700000, 0.060300
0.500000, 0.600000, 1.200000, 0.192200
0.500000, 0.600000, 1.300000, 0.167900
0.500000, 0.600000, 1.400000, 0.135400
0.500000, 0.600000, 1.500000, 0.114900
0.500000, 0.600000, 1.600000, 0.091800
0.500000, 0.600000, 1.700000, 0.066300
0.500000, 0.600000, 1.800000, 0.043300
0.500000, 0.600000, 1.900000, 0.020600
0.500000, 0.600000, 2.000000, 0.000000
0.500000, 0.700000, 0.000000, 0.393800
0.500000, 0.700000, 0.100000, 0.393800
0.500000, 0.700000, 0.200000, 0.388500
0.500000, 0.700000, 0.300000, 0.377400
0.500000, 0.700000, 0.400000, 0.372600
0.500000, 0.700000, 0.500000, 0.362300
0.500000, 0.700000, 0.600000, 0.340100
0.500000, 0.700000, 0.700000, 0.322200
0.500000, 0.700000, 0.800000, 0.300000
0.500000, 0.700000, 0.900000, 0.276900
0.500000, 0.700000, 1.000000, 0.242600
0.500000, 0.700000, 1.100000, 0.229900
0.500000, 0.700000, 1.200000, 0.202500
0.500000, 0.700000, 1.300000, 0.168000
0.500000, 0.700000, 1.400000, 0.137900
0.500000, 0.700000, 1.500000, 0.111500
0.500000, 0.700000, 1.600000, 0.087000
0.500000, 0.700000, 1.700000, 0.068600
0.500000, 0.700000, 1.800000, 0.044200
0.500000, 0.700000, 1.900000, 0.021300
0.500000, 0.700000, 2.000000, 0.000000
0.500000, 0.800000, 0.000000, 0.395900
0.500000, 0.800000, 0.100000, 0.387500
0.500000, 0.800000, 0.200000, 0.399700
0.500000, 0.800000, 0.300000, 0.380100
