0.240000, -0.580000, 0.571088
0.480000, 0.080000, 0.607626
0.760000, -0.600000, 0.636704
0.040000, -0.160000, 0.525099
0.020000, 0.020000, 0.499463
-0.100000, -0.200000, 0.510106
-0.647056, 0.762443, 0.367721
-0.460000, -0.360000, 0.493122
-0.816339, 0.577573, 0.399010
-0.180000, -0.740000, 0.531254
0.160000, 0.300000, 0.465070
-0.460000, 0.380000, 0.406098
0.080000, 0.500000, 0.384151
-0.060000, 0.560000, 0.351424
-0.170647, 0.959950, 0.229743
-0.940000, 0.000000, 0.451564
0.882291, -0.470704, 0.669100
0.640000, 0.720000, 0.469121
0.980000, -0.100000, 0.816354
0.120000, -0.520000, 0.555012
-0.915241, -0.402906, 0.477947
-0.843730, 0.436601, 0.413248
-0.040000, 0.780000, 0.247584
0.420000, -0.740000, 0.588285
-0.320000, 0.920000, 0.291394
0.260000, -0.560000, 0.573656
-0.500000, 0.140000, 0.441269
0.380000, -0.660000, 0.587072
0.100000, -0.340000, 0.546975
0.820000, -0.060000, 0.768864
-0.360000, 0.240000, 0.429328
0.999289, 0.037690, 1.000000
-0.980000, 0.160000, 0.439661
-0.660000, 0.360000, 0.414626
-0.946327, -0.083459, 0.457502
0.240000, 0.020000, 0.542393
-0.120000, 0.080000, 0.471701
-0.540000, 0.720000, 0.359891
-0.999289, -0.037690, 0.453776
0.000000, 0.600000, 0.335208
-0.220000, 0.800000, 0.287046
-0.460000, -0.180000, 0.478479
0.580000, 0.620000, 0.483172
0.420000, 0.300000, 0.538211
-0.660000, 0.700000, 0.374985
0.780000, 0.060000, 0.767045
0.500000, -0.620000, 0.603700
-0.285019, -0.958522, 0.528597
0.760000, -0.340000, 0.676066
0.640000, 0.100000, 0.678026
0.737513, -0.675333, 0.626031
0.820000, 0.360000, 0.709649
-0.220000, -0.820000, 0.530505
-0.380000, -0.840000, 0.520543
-0.580000, -0.100000, 0.465918
-0.140000, -0.400000, 0.520948
-0.360000, 0.260000, 0.426227
0.260000, 0.620000, 0.362933
-0.040000, -0.660000, 0.541085
0.060000, -0.300000, 0.538606
0.920000, -0.300000, 0.713588
-0.780000, 0.620000, 0.393042
0.040000, 0.780000, 0.233899
-0.194717, 0.955359, 0.241970
-0.020000, 0.980000, 0.095084
-0.300000, -0.860000, 0.526166
0.580000, -0.380000, 0.633637
-0.200000, -0.760000, 0.530338
-0.780000, -0.320000, 0.476585
0.400000, 0.400000, 0.499702
-0.320000, -0.080000, 0.476940
0.876307, -0.481754, 0.665984
-0.888136, 0.459580, 0.413190
0.360000, -0.880000, 0.577805
-0.580000, -0.680000, 0.504250
0.380000, -0.440000, 0.593387
0.060000, 0.700000, 0.284655
0.580000, -0.520000, 0.621782
0.340000, -0.260000, 0.586607
-0.060000, -0.460000, 0.532469
-0.140000, 0.200000, 0.448327
-0.780000, -0.540000, 0.488877
0.180000, -0.220000, 0.553324
0.020000, -0.920000, 0.549320
0.780000, -0.220000, 0.706724
-0.780000, 0.540000, 0.400297
-0.180000, 0.040000, 0.472375
0.200000, 0.960000, 0.032038
-0.160000, -0.520000, 0.525252
-0.020000, 0.820000, 0.217869
0.939219, 0.142714, 0.933149
-0.320000, -0.900000, 0.525723
0.380000, 0.300000, 0.524190
-0.600000, -0.220000, 0.475614
0.480000, -0.280000, 0.618189
-0.280000, 0.360000, 0.408039
-0.800000, -0.120000, 0.461753
0.440000, 0.060000, 0.595400
0.000000, -0.020000, 0.502254
0.160000, -0.140000, 0.543389
-0.140000, 0.700000, 0.303133
0.040000, -0.560000, 0.546983
-0.600000, -0.760000, 0.506171
0.000000, -0.160000, 0.519099
-0.640000, 0.620000, 0.381957
0.282190, -0.907121, 0.570283
-0.440000, 0.740000, 0.343307
-0.640000, -0.220000, 0.473902
0.080000, -0.380000, 0.545993
0.460000, -0.780000, 0.591117
0.140000, -0.920000, 0.558841
0.060000, -0.400000, 0.543878
0.460000, 0.640000, 0.425652
0.120000, 0.900000, 0.116304
-0.024502, -0.974692, 0.546012
0.020000, 0.160000, 0.474627
0.600000, 0.460000, 0.556184
0.700000, -0.200000, 0.686318
-0.660000, -0.260000, 0.476492
0.320000, -0.060000, 0.571441
0.904827, 0.425779, 0.704560
-0.300000, 0.440000, 0.390452
0.470704, 0.882291, 0.331431
-0.540000, 0.120000, 0.443120
-0.460000, 0.040000, 0.455148
0.980000, -0.120000, 0.802059
0.360000, 0.860000, 0.266674
-0.820000, 0.140000, 0.440040
0.400000, 0.360000, 0.512948
0.700000, 0.160000, 0.705793
0.349718, 0.883288, 0.245895
-0.904827, 0.425779, 0.416628
0.440000, 0.000000, 0.601942
-0.760000, 0.640000, 0.389948
-0.940000, 0.140000, 0.440790
0.100000, -0.040000, 0.521240
-0.600000, -0.640000, 0.501282
0.380000, -0.100000, 0.590571
0.500000, 0.020000, 0.621329
-0.680000, -0.260000, 0.475719
0.420000, 0.620000, 0.418276
-0.440000, 0.240000, 0.428210
0.560000, -0.300000, 0.635927
0.580000, 0.480000, 0.540254
-0.100000, -0.620000, 0.534623
0.200000, -0.020000, 0.539225
